bt_id,day_type,dt
131,Weekday,10/11/2017
132,Weekday,10/11/2017
133,Weekday,10/11/2017
134,Weekday,10/11/2017
135,Weekday,10/11/2017
136,Weekday,10/11/2017
137,Weekday,10/11/2017
138,Weekday,10/11/2017
139,Weekday,10/11/2017
140,Weekday,10/11/2017
1,Weekday,10/12/2017
2,Weekday,10/12/2017
3,Weekday,10/12/2017
4,Weekday,10/12/2017
5,Weekday,10/12/2017
6,Weekday,10/12/2017
7,Weekday,10/12/2017
8,Weekday,10/12/2017
9,Weekday,10/12/2017
10,Weekday,10/12/2017
11,Weekday,10/12/2017
12,Weekday,10/12/2017
13,Weekday,10/12/2017
14,Weekday,10/12/2017
15,Weekday,10/12/2017
16,Weekday,10/12/2017
17,Weekday,10/12/2017
18,Weekday,10/12/2017
19,Weekday,10/12/2017
20,Weekday,10/12/2017
21,Weekday,10/12/2017
26,Weekday,10/12/2017
27,Weekday,10/12/2017
28,Weekday,10/12/2017
29,Weekday,10/12/2017
34,Weekday,10/12/2017
35,Weekday,10/12/2017
36,Weekday,10/12/2017
37,Weekday,10/12/2017
38,Weekday,10/12/2017
39,Weekday,10/12/2017
40,Weekday,10/12/2017
41,Weekday,10/12/2017
42,Weekday,10/12/2017
44,Weekday,10/12/2017
45,Weekday,10/12/2017
46,Weekday,10/12/2017
47,Weekday,10/12/2017
48,Weekday,10/12/2017
49,Weekday,10/12/2017
50,Weekday,10/12/2017
51,Weekday,10/12/2017
52,Weekday,10/12/2017
53,Weekday,10/12/2017
54,Weekday,10/12/2017
55,Weekday,10/12/2017
56,Weekday,10/12/2017
57,Weekday,10/12/2017
58,Weekday,10/12/2017
59,Weekday,10/12/2017
60,Weekday,10/12/2017
61,Weekday,10/12/2017
62,Weekday,10/12/2017
63,Weekday,10/12/2017
64,Weekday,10/12/2017
65,Weekday,10/12/2017
66,Weekday,10/12/2017
67,Weekday,10/12/2017
68,Weekday,10/12/2017
69,Weekday,10/12/2017
70,Weekday,10/12/2017
71,Weekday,10/12/2017
72,Weekday,10/12/2017
73,Weekday,10/12/2017
74,Weekday,10/12/2017
75,Weekday,10/12/2017
76,Weekday,10/12/2017
77,Weekday,10/12/2017
78,Weekday,10/12/2017
79,Weekday,10/12/2017
80,Weekday,10/12/2017
81,Weekday,10/12/2017
82,Weekday,10/12/2017
83,Weekday,10/12/2017
84,Weekday,10/12/2017
85,Weekday,10/12/2017
86,Weekday,10/12/2017
87,Weekday,10/12/2017
88,Weekday,10/12/2017
89,Weekday,10/12/2017
90,Weekday,10/12/2017
91,Weekday,10/12/2017
92,Weekday,10/12/2017
93,Weekday,10/12/2017
94,Weekday,10/12/2017
95,Weekday,10/12/2017
96,Weekday,10/12/2017
97,Weekday,10/12/2017
98,Weekday,10/12/2017
99,Weekday,10/12/2017
100,Weekday,10/12/2017
101,Weekday,10/12/2017
102,Weekday,10/12/2017
103,Weekday,10/12/2017
104,Weekday,10/12/2017
105,Weekday,10/12/2017
106,Weekday,10/12/2017
107,Weekday,10/12/2017
108,Weekday,10/12/2017
109,Weekday,10/12/2017
110,Weekday,10/12/2017
111,Weekday,10/12/2017
112,Weekday,10/12/2017
113,Weekday,10/12/2017
114,Weekday,10/12/2017
115,Weekday,10/12/2017
116,Weekday,10/12/2017
117,Weekday,10/12/2017
118,Weekday,10/12/2017
119,Weekday,10/12/2017
120,Weekday,10/12/2017
121,Weekday,10/12/2017
122,Weekday,10/12/2017
123,Weekday,10/12/2017
124,Weekday,10/12/2017
125,Weekday,10/12/2017
126,Weekday,10/12/2017
127,Weekday,10/12/2017
128,Weekday,10/12/2017
129,Weekday,10/12/2017
130,Weekday,10/12/2017
131,Weekday,10/12/2017
132,Weekday,10/12/2017
133,Weekday,10/12/2017
134,Weekday,10/12/2017
135,Weekday,10/12/2017
136,Weekday,10/12/2017
137,Weekday,10/12/2017
138,Weekday,10/12/2017
139,Weekday,10/12/2017
140,Weekday,10/12/2017
1,Weekday,10/13/2017
2,Weekday,10/13/2017
3,Weekday,10/13/2017
4,Weekday,10/13/2017
5,Weekday,10/13/2017
6,Weekday,10/13/2017
7,Weekday,10/13/2017
8,Weekday,10/13/2017
9,Weekday,10/13/2017
10,Weekday,10/13/2017
11,Weekday,10/13/2017
12,Weekday,10/13/2017
13,Weekday,10/13/2017
14,Weekday,10/13/2017
15,Weekday,10/13/2017
16,Weekday,10/13/2017
17,Weekday,10/13/2017
18,Weekday,10/13/2017
19,Weekday,10/13/2017
20,Weekday,10/13/2017
21,Weekday,10/13/2017
22,Weekday,10/13/2017
23,Weekday,10/13/2017
24,Weekday,10/13/2017
25,Weekday,10/13/2017
26,Weekday,10/13/2017
27,Weekday,10/13/2017
28,Weekday,10/13/2017
29,Weekday,10/13/2017
30,Weekday,10/13/2017
31,Weekday,10/13/2017
32,Weekday,10/13/2017
33,Weekday,10/13/2017
34,Weekday,10/13/2017
35,Weekday,10/13/2017
36,Weekday,10/13/2017
37,Weekday,10/13/2017
38,Weekday,10/13/2017
39,Weekday,10/13/2017
40,Weekday,10/13/2017
41,Weekday,10/13/2017
42,Weekday,10/13/2017
44,Weekday,10/13/2017
45,Weekday,10/13/2017
46,Weekday,10/13/2017
47,Weekday,10/13/2017
48,Weekday,10/13/2017
49,Weekday,10/13/2017
50,Weekday,10/13/2017
51,Weekday,10/13/2017
52,Weekday,10/13/2017
53,Weekday,10/13/2017
54,Weekday,10/13/2017
55,Weekday,10/13/2017
56,Weekday,10/13/2017
57,Weekday,10/13/2017
58,Weekday,10/13/2017
59,Weekday,10/13/2017
60,Weekday,10/13/2017
61,Weekday,10/13/2017
62,Weekday,10/13/2017
63,Weekday,10/13/2017
64,Weekday,10/13/2017
65,Weekday,10/13/2017
66,Weekday,10/13/2017
67,Weekday,10/13/2017
68,Weekday,10/13/2017
69,Weekday,10/13/2017
70,Weekday,10/13/2017
71,Weekday,10/13/2017
72,Weekday,10/13/2017
73,Weekday,10/13/2017
74,Weekday,10/13/2017
75,Weekday,10/13/2017
76,Weekday,10/13/2017
77,Weekday,10/13/2017
78,Weekday,10/13/2017
79,Weekday,10/13/2017
80,Weekday,10/13/2017
81,Weekday,10/13/2017
82,Weekday,10/13/2017
83,Weekday,10/13/2017
84,Weekday,10/13/2017
85,Weekday,10/13/2017
86,Weekday,10/13/2017
87,Weekday,10/13/2017
88,Weekday,10/13/2017
89,Weekday,10/13/2017
90,Weekday,10/13/2017
91,Weekday,10/13/2017
92,Weekday,10/13/2017
93,Weekday,10/13/2017
94,Weekday,10/13/2017
95,Weekday,10/13/2017
96,Weekday,10/13/2017
97,Weekday,10/13/2017
98,Weekday,10/13/2017
99,Weekday,10/13/2017
100,Weekday,10/13/2017
101,Weekday,10/13/2017
102,Weekday,10/13/2017
103,Weekday,10/13/2017
104,Weekday,10/13/2017
105,Weekday,10/13/2017
106,Weekday,10/13/2017
107,Weekday,10/13/2017
108,Weekday,10/13/2017
109,Weekday,10/13/2017
110,Weekday,10/13/2017
111,Weekday,10/13/2017
112,Weekday,10/13/2017
113,Weekday,10/13/2017
114,Weekday,10/13/2017
115,Weekday,10/13/2017
116,Weekday,10/13/2017
117,Weekday,10/13/2017
118,Weekday,10/13/2017
119,Weekday,10/13/2017
120,Weekday,10/13/2017
121,Weekday,10/13/2017
122,Weekday,10/13/2017
123,Weekday,10/13/2017
124,Weekday,10/13/2017
125,Weekday,10/13/2017
126,Weekday,10/13/2017
127,Weekday,10/13/2017
128,Weekday,10/13/2017
129,Weekday,10/13/2017
130,Weekday,10/13/2017
131,Weekday,10/13/2017
132,Weekday,10/13/2017
133,Weekday,10/13/2017
134,Weekday,10/13/2017
135,Weekday,10/13/2017
136,Weekday,10/13/2017
137,Weekday,10/13/2017
138,Weekday,10/13/2017
139,Weekday,10/13/2017
140,Weekday,10/13/2017
1,Weekend,10/14/2017
2,Weekend,10/14/2017
3,Weekend,10/14/2017
4,Weekend,10/14/2017
5,Weekend,10/14/2017
6,Weekend,10/14/2017
7,Weekend,10/14/2017
8,Weekend,10/14/2017
9,Weekend,10/14/2017
10,Weekend,10/14/2017
11,Weekend,10/14/2017
12,Weekend,10/14/2017
13,Weekend,10/14/2017
14,Weekend,10/14/2017
15,Weekend,10/14/2017
16,Weekend,10/14/2017
17,Weekend,10/14/2017
18,Weekend,10/14/2017
19,Weekend,10/14/2017
20,Weekend,10/14/2017
21,Weekend,10/14/2017
22,Weekend,10/14/2017
23,Weekend,10/14/2017
24,Weekend,10/14/2017
25,Weekend,10/14/2017
26,Weekend,10/14/2017
27,Weekend,10/14/2017
28,Weekend,10/14/2017
29,Weekend,10/14/2017
30,Weekend,10/14/2017
31,Weekend,10/14/2017
32,Weekend,10/14/2017
33,Weekend,10/14/2017
34,Weekend,10/14/2017
35,Weekend,10/14/2017
36,Weekend,10/14/2017
37,Weekend,10/14/2017
38,Weekend,10/14/2017
39,Weekend,10/14/2017
40,Weekend,10/14/2017
41,Weekend,10/14/2017
42,Weekend,10/14/2017
44,Weekend,10/14/2017
45,Weekend,10/14/2017
46,Weekend,10/14/2017
47,Weekend,10/14/2017
48,Weekend,10/14/2017
49,Weekend,10/14/2017
50,Weekend,10/14/2017
51,Weekend,10/14/2017
52,Weekend,10/14/2017
53,Weekend,10/14/2017
54,Weekend,10/14/2017
55,Weekend,10/14/2017
56,Weekend,10/14/2017
57,Weekend,10/14/2017
58,Weekend,10/14/2017
59,Weekend,10/14/2017
60,Weekend,10/14/2017
61,Weekend,10/14/2017
62,Weekend,10/14/2017
63,Weekend,10/14/2017
64,Weekend,10/14/2017
65,Weekend,10/14/2017
66,Weekend,10/14/2017
67,Weekend,10/14/2017
68,Weekend,10/14/2017
69,Weekend,10/14/2017
70,Weekend,10/14/2017
71,Weekend,10/14/2017
72,Weekend,10/14/2017
73,Weekend,10/14/2017
74,Weekend,10/14/2017
75,Weekend,10/14/2017
76,Weekend,10/14/2017
77,Weekend,10/14/2017
78,Weekend,10/14/2017
79,Weekend,10/14/2017
80,Weekend,10/14/2017
81,Weekend,10/14/2017
82,Weekend,10/14/2017
83,Weekend,10/14/2017
84,Weekend,10/14/2017
85,Weekend,10/14/2017
86,Weekend,10/14/2017
87,Weekend,10/14/2017
88,Weekend,10/14/2017
89,Weekend,10/14/2017
90,Weekend,10/14/2017
91,Weekend,10/14/2017
92,Weekend,10/14/2017
93,Weekend,10/14/2017
94,Weekend,10/14/2017
95,Weekend,10/14/2017
96,Weekend,10/14/2017
97,Weekend,10/14/2017
98,Weekend,10/14/2017
99,Weekend,10/14/2017
100,Weekend,10/14/2017
101,Weekend,10/14/2017
102,Weekend,10/14/2017
103,Weekend,10/14/2017
104,Weekend,10/14/2017
105,Weekend,10/14/2017
106,Weekend,10/14/2017
107,Weekend,10/14/2017
108,Weekend,10/14/2017
109,Weekend,10/14/2017
110,Weekend,10/14/2017
111,Weekend,10/14/2017
112,Weekend,10/14/2017
113,Weekend,10/14/2017
114,Weekend,10/14/2017
115,Weekend,10/14/2017
116,Weekend,10/14/2017
117,Weekend,10/14/2017
118,Weekend,10/14/2017
119,Weekend,10/14/2017
120,Weekend,10/14/2017
121,Weekend,10/14/2017
122,Weekend,10/14/2017
123,Weekend,10/14/2017
124,Weekend,10/14/2017
125,Weekend,10/14/2017
126,Weekend,10/14/2017
127,Weekend,10/14/2017
128,Weekend,10/14/2017
129,Weekend,10/14/2017
130,Weekend,10/14/2017
131,Weekend,10/14/2017
132,Weekend,10/14/2017
133,Weekend,10/14/2017
134,Weekend,10/14/2017
135,Weekend,10/14/2017
136,Weekend,10/14/2017
137,Weekend,10/14/2017
138,Weekend,10/14/2017
139,Weekend,10/14/2017
140,Weekend,10/14/2017
1,Weekday,10/30/2017
2,Weekday,10/30/2017
3,Weekday,10/30/2017
4,Weekday,10/30/2017
5,Weekday,10/30/2017
6,Weekday,10/30/2017
7,Weekday,10/30/2017
8,Weekday,10/30/2017
9,Weekday,10/30/2017
10,Weekday,10/30/2017
11,Weekday,10/30/2017
12,Weekday,10/30/2017
13,Weekday,10/30/2017
14,Weekday,10/30/2017
15,Weekday,10/30/2017
16,Weekday,10/30/2017
17,Weekday,10/30/2017
18,Weekday,10/30/2017
19,Weekday,10/30/2017
20,Weekday,10/30/2017
21,Weekday,10/30/2017
22,Weekday,10/30/2017
23,Weekday,10/30/2017
24,Weekday,10/30/2017
25,Weekday,10/30/2017
26,Weekday,10/30/2017
27,Weekday,10/30/2017
28,Weekday,10/30/2017
29,Weekday,10/30/2017
30,Weekday,10/30/2017
31,Weekday,10/30/2017
32,Weekday,10/30/2017
33,Weekday,10/30/2017
34,Weekday,10/30/2017
35,Weekday,10/30/2017
36,Weekday,10/30/2017
37,Weekday,10/30/2017
38,Weekday,10/30/2017
39,Weekday,10/30/2017
40,Weekday,10/30/2017
41,Weekday,10/30/2017
42,Weekday,10/30/2017
44,Weekday,10/30/2017
45,Weekday,10/30/2017
46,Weekday,10/30/2017
47,Weekday,10/30/2017
48,Weekday,10/30/2017
49,Weekday,10/30/2017
50,Weekday,10/30/2017
51,Weekday,10/30/2017
56,Weekday,10/30/2017
57,Weekday,10/30/2017
58,Weekday,10/30/2017
59,Weekday,10/30/2017
64,Weekday,10/30/2017
65,Weekday,10/30/2017
66,Weekday,10/30/2017
67,Weekday,10/30/2017
68,Weekday,10/30/2017
69,Weekday,10/30/2017
70,Weekday,10/30/2017
71,Weekday,10/30/2017
72,Weekday,10/30/2017
73,Weekday,10/30/2017
74,Weekday,10/30/2017
75,Weekday,10/30/2017
76,Weekday,10/30/2017
77,Weekday,10/30/2017
78,Weekday,10/30/2017
79,Weekday,10/30/2017
80,Weekday,10/30/2017
81,Weekday,10/30/2017
82,Weekday,10/30/2017
83,Weekday,10/30/2017
84,Weekday,10/30/2017
85,Weekday,10/30/2017
86,Weekday,10/30/2017
87,Weekday,10/30/2017
88,Weekday,10/30/2017
89,Weekday,10/30/2017
90,Weekday,10/30/2017
91,Weekday,10/30/2017
92,Weekday,10/30/2017
93,Weekday,10/30/2017
94,Weekday,10/30/2017
95,Weekday,10/30/2017
96,Weekday,10/30/2017
97,Weekday,10/30/2017
98,Weekday,10/30/2017
99,Weekday,10/30/2017
100,Weekday,10/30/2017
101,Weekday,10/30/2017
104,Weekday,10/30/2017
105,Weekday,10/30/2017
108,Weekday,10/30/2017
109,Weekday,10/30/2017
110,Weekday,10/30/2017
111,Weekday,10/30/2017
112,Weekday,10/30/2017
113,Weekday,10/30/2017
114,Weekday,10/30/2017
115,Weekday,10/30/2017
116,Weekday,10/30/2017
117,Weekday,10/30/2017
118,Weekday,10/30/2017
119,Weekday,10/30/2017
120,Weekday,10/30/2017
121,Weekday,10/30/2017
122,Weekday,10/30/2017
123,Weekday,10/30/2017
124,Weekday,10/30/2017
125,Weekday,10/30/2017
126,Weekday,10/30/2017
127,Weekday,10/30/2017
128,Weekday,10/30/2017
129,Weekday,10/30/2017
130,Weekday,10/30/2017
131,Weekday,10/30/2017
132,Weekday,10/30/2017
133,Weekday,10/30/2017
134,Weekday,10/30/2017
135,Weekday,10/30/2017
136,Weekday,10/30/2017
137,Weekday,10/30/2017
138,Weekday,10/30/2017
139,Weekday,10/30/2017
140,Weekday,10/30/2017
1,Weekday,10/31/2017
2,Weekday,10/31/2017
3,Weekday,10/31/2017
4,Weekday,10/31/2017
5,Weekday,10/31/2017
6,Weekday,10/31/2017
7,Weekday,10/31/2017
8,Weekday,10/31/2017
9,Weekday,10/31/2017
10,Weekday,10/31/2017
11,Weekday,10/31/2017
12,Weekday,10/31/2017
13,Weekday,10/31/2017
14,Weekday,10/31/2017
15,Weekday,10/31/2017
16,Weekday,10/31/2017
17,Weekday,10/31/2017
18,Weekday,10/31/2017
19,Weekday,10/31/2017
20,Weekday,10/31/2017
21,Weekday,10/31/2017
22,Weekday,10/31/2017
23,Weekday,10/31/2017
24,Weekday,10/31/2017
25,Weekday,10/31/2017
26,Weekday,10/31/2017
27,Weekday,10/31/2017
28,Weekday,10/31/2017
29,Weekday,10/31/2017
30,Weekday,10/31/2017
31,Weekday,10/31/2017
32,Weekday,10/31/2017
33,Weekday,10/31/2017
34,Weekday,10/31/2017
35,Weekday,10/31/2017
36,Weekday,10/31/2017
37,Weekday,10/31/2017
38,Weekday,10/31/2017
39,Weekday,10/31/2017
40,Weekday,10/31/2017
41,Weekday,10/31/2017
42,Weekday,10/31/2017
44,Weekday,10/31/2017
45,Weekday,10/31/2017
46,Weekday,10/31/2017
47,Weekday,10/31/2017
48,Weekday,10/31/2017
49,Weekday,10/31/2017
50,Weekday,10/31/2017
51,Weekday,10/31/2017
56,Weekday,10/31/2017
57,Weekday,10/31/2017
58,Weekday,10/31/2017
59,Weekday,10/31/2017
64,Weekday,10/31/2017
65,Weekday,10/31/2017
66,Weekday,10/31/2017
67,Weekday,10/31/2017
68,Weekday,10/31/2017
69,Weekday,10/31/2017
70,Weekday,10/31/2017
71,Weekday,10/31/2017
72,Weekday,10/31/2017
73,Weekday,10/31/2017
74,Weekday,10/31/2017
75,Weekday,10/31/2017
76,Weekday,10/31/2017
77,Weekday,10/31/2017
78,Weekday,10/31/2017
79,Weekday,10/31/2017
80,Weekday,10/31/2017
81,Weekday,10/31/2017
82,Weekday,10/31/2017
83,Weekday,10/31/2017
84,Weekday,10/31/2017
85,Weekday,10/31/2017
86,Weekday,10/31/2017
87,Weekday,10/31/2017
88,Weekday,10/31/2017
89,Weekday,10/31/2017
90,Weekday,10/31/2017
91,Weekday,10/31/2017
92,Weekday,10/31/2017
93,Weekday,10/31/2017
94,Weekday,10/31/2017
95,Weekday,10/31/2017
96,Weekday,10/31/2017
97,Weekday,10/31/2017
98,Weekday,10/31/2017
99,Weekday,10/31/2017
100,Weekday,10/31/2017
101,Weekday,10/31/2017
102,Weekday,10/31/2017
103,Weekday,10/31/2017
104,Weekday,10/31/2017
105,Weekday,10/31/2017
106,Weekday,10/31/2017
107,Weekday,10/31/2017
108,Weekday,10/31/2017
109,Weekday,10/31/2017
110,Weekday,10/31/2017
111,Weekday,10/31/2017
112,Weekday,10/31/2017
113,Weekday,10/31/2017
114,Weekday,10/31/2017
115,Weekday,10/31/2017
116,Weekday,10/31/2017
117,Weekday,10/31/2017
118,Weekday,10/31/2017
119,Weekday,10/31/2017
120,Weekday,10/31/2017
121,Weekday,10/31/2017
122,Weekday,10/31/2017
123,Weekday,10/31/2017
124,Weekday,10/31/2017
125,Weekday,10/31/2017
126,Weekday,10/31/2017
127,Weekday,10/31/2017
128,Weekday,10/31/2017
129,Weekday,10/31/2017
130,Weekday,10/31/2017
131,Weekday,10/31/2017
132,Weekday,10/31/2017
133,Weekday,10/31/2017
134,Weekday,10/31/2017
135,Weekday,10/31/2017
136,Weekday,10/31/2017
137,Weekday,10/31/2017
138,Weekday,10/31/2017
139,Weekday,10/31/2017
140,Weekday,10/31/2017
1,Weekday,11/01/2017
2,Weekday,11/01/2017
3,Weekday,11/01/2017
4,Weekday,11/01/2017
5,Weekday,11/01/2017
6,Weekday,11/01/2017
7,Weekday,11/01/2017
8,Weekday,11/01/2017
9,Weekday,11/01/2017
10,Weekday,11/01/2017
11,Weekday,11/01/2017
12,Weekday,11/01/2017
13,Weekday,11/01/2017
14,Weekday,11/01/2017
15,Weekday,11/01/2017
16,Weekday,11/01/2017
17,Weekday,11/01/2017
18,Weekday,11/01/2017
19,Weekday,11/01/2017
20,Weekday,11/01/2017
21,Weekday,11/01/2017
22,Weekday,11/01/2017
23,Weekday,11/01/2017
24,Weekday,11/01/2017
25,Weekday,11/01/2017
26,Weekday,11/01/2017
27,Weekday,11/01/2017
28,Weekday,11/01/2017
29,Weekday,11/01/2017
30,Weekday,11/01/2017
31,Weekday,11/01/2017
32,Weekday,11/01/2017
33,Weekday,11/01/2017
34,Weekday,11/01/2017
35,Weekday,11/01/2017
36,Weekday,11/01/2017
37,Weekday,11/01/2017
38,Weekday,11/01/2017
39,Weekday,11/01/2017
40,Weekday,11/01/2017
41,Weekday,11/01/2017
42,Weekday,11/01/2017
44,Weekday,11/01/2017
45,Weekday,11/01/2017
46,Weekday,11/01/2017
47,Weekday,11/01/2017
48,Weekday,11/01/2017
49,Weekday,11/01/2017
50,Weekday,11/01/2017
51,Weekday,11/01/2017
52,Weekday,11/01/2017
53,Weekday,11/01/2017
54,Weekday,11/01/2017
55,Weekday,11/01/2017
56,Weekday,11/01/2017
57,Weekday,11/01/2017
58,Weekday,11/01/2017
59,Weekday,11/01/2017
60,Weekday,11/01/2017
61,Weekday,11/01/2017
62,Weekday,11/01/2017
63,Weekday,11/01/2017
64,Weekday,11/01/2017
65,Weekday,11/01/2017
66,Weekday,11/01/2017
67,Weekday,11/01/2017
68,Weekday,11/01/2017
69,Weekday,11/01/2017
70,Weekday,11/01/2017
71,Weekday,11/01/2017
72,Weekday,11/01/2017
73,Weekday,11/01/2017
74,Weekday,11/01/2017
75,Weekday,11/01/2017
76,Weekday,11/01/2017
77,Weekday,11/01/2017
78,Weekday,11/01/2017
79,Weekday,11/01/2017
80,Weekday,11/01/2017
81,Weekday,11/01/2017
82,Weekday,11/01/2017
83,Weekday,11/01/2017
84,Weekday,11/01/2017
85,Weekday,11/01/2017
86,Weekday,11/01/2017
87,Weekday,11/01/2017
88,Weekday,11/01/2017
89,Weekday,11/01/2017
90,Weekday,11/01/2017
91,Weekday,11/01/2017
92,Weekday,11/01/2017
93,Weekday,11/01/2017
94,Weekday,11/01/2017
95,Weekday,11/01/2017
96,Weekday,11/01/2017
97,Weekday,11/01/2017
98,Weekday,11/01/2017
99,Weekday,11/01/2017
100,Weekday,11/01/2017
101,Weekday,11/01/2017
102,Weekday,11/01/2017
103,Weekday,11/01/2017
104,Weekday,11/01/2017
105,Weekday,11/01/2017
106,Weekday,11/01/2017
107,Weekday,11/01/2017
108,Weekday,11/01/2017
109,Weekday,11/01/2017
110,Weekday,11/01/2017
111,Weekday,11/01/2017
112,Weekday,11/01/2017
113,Weekday,11/01/2017
114,Weekday,11/01/2017
115,Weekday,11/01/2017
116,Weekday,11/01/2017
117,Weekday,11/01/2017
118,Weekday,11/01/2017
119,Weekday,11/01/2017
120,Weekday,11/01/2017
121,Weekday,11/01/2017
122,Weekday,11/01/2017
123,Weekday,11/01/2017
124,Weekday,11/01/2017
125,Weekday,11/01/2017
126,Weekday,11/01/2017
127,Weekday,11/01/2017
128,Weekday,11/01/2017
129,Weekday,11/01/2017
130,Weekday,11/01/2017
131,Weekday,11/01/2017
132,Weekday,11/01/2017
133,Weekday,11/01/2017
134,Weekday,11/01/2017
135,Weekday,11/01/2017
136,Weekday,11/01/2017
137,Weekday,11/01/2017
138,Weekday,11/01/2017
139,Weekday,11/01/2017
140,Weekday,11/01/2017
1,Weekday,11/02/2017
2,Weekday,11/02/2017
3,Weekday,11/02/2017
4,Weekday,11/02/2017
5,Weekday,11/02/2017
6,Weekday,11/02/2017
7,Weekday,11/02/2017
8,Weekday,11/02/2017
9,Weekday,11/02/2017
10,Weekday,11/02/2017
11,Weekday,11/02/2017
12,Weekday,11/02/2017
13,Weekday,11/02/2017
14,Weekday,11/02/2017
15,Weekday,11/02/2017
16,Weekday,11/02/2017
17,Weekday,11/02/2017
18,Weekday,11/02/2017
19,Weekday,11/02/2017
20,Weekday,11/02/2017
21,Weekday,11/02/2017
22,Weekday,11/02/2017
23,Weekday,11/02/2017
24,Weekday,11/02/2017
25,Weekday,11/02/2017
26,Weekday,11/02/2017
27,Weekday,11/02/2017
28,Weekday,11/02/2017
29,Weekday,11/02/2017
30,Weekday,11/02/2017
31,Weekday,11/02/2017
32,Weekday,11/02/2017
33,Weekday,11/02/2017
34,Weekday,11/02/2017
35,Weekday,11/02/2017
36,Weekday,11/02/2017
37,Weekday,11/02/2017
38,Weekday,11/02/2017
39,Weekday,11/02/2017
40,Weekday,11/02/2017
41,Weekday,11/02/2017
42,Weekday,11/02/2017
44,Weekday,11/02/2017
45,Weekday,11/02/2017
46,Weekday,11/02/2017
47,Weekday,11/02/2017
48,Weekday,11/02/2017
49,Weekday,11/02/2017
50,Weekday,11/02/2017
51,Weekday,11/02/2017
52,Weekday,11/02/2017
53,Weekday,11/02/2017
54,Weekday,11/02/2017
55,Weekday,11/02/2017
56,Weekday,11/02/2017
57,Weekday,11/02/2017
58,Weekday,11/02/2017
59,Weekday,11/02/2017
60,Weekday,11/02/2017
61,Weekday,11/02/2017
62,Weekday,11/02/2017
63,Weekday,11/02/2017
64,Weekday,11/02/2017
65,Weekday,11/02/2017
66,Weekday,11/02/2017
67,Weekday,11/02/2017
68,Weekday,11/02/2017
69,Weekday,11/02/2017
70,Weekday,11/02/2017
71,Weekday,11/02/2017
72,Weekday,11/02/2017
73,Weekday,11/02/2017
74,Weekday,11/02/2017
75,Weekday,11/02/2017
76,Weekday,11/02/2017
77,Weekday,11/02/2017
78,Weekday,11/02/2017
79,Weekday,11/02/2017
80,Weekday,11/02/2017
81,Weekday,11/02/2017
82,Weekday,11/02/2017
83,Weekday,11/02/2017
84,Weekday,11/02/2017
85,Weekday,11/02/2017
86,Weekday,11/02/2017
87,Weekday,11/02/2017
88,Weekday,11/02/2017
89,Weekday,11/02/2017
90,Weekday,11/02/2017
91,Weekday,11/02/2017
92,Weekday,11/02/2017
93,Weekday,11/02/2017
94,Weekday,11/02/2017
95,Weekday,11/02/2017
96,Weekday,11/02/2017
97,Weekday,11/02/2017
98,Weekday,11/02/2017
99,Weekday,11/02/2017
100,Weekday,11/02/2017
101,Weekday,11/02/2017
102,Weekday,11/02/2017
103,Weekday,11/02/2017
104,Weekday,11/02/2017
105,Weekday,11/02/2017
106,Weekday,11/02/2017
107,Weekday,11/02/2017
108,Weekday,11/02/2017
109,Weekday,11/02/2017
110,Weekday,11/02/2017
111,Weekday,11/02/2017
112,Weekday,11/02/2017
113,Weekday,11/02/2017
114,Weekday,11/02/2017
115,Weekday,11/02/2017
116,Weekday,11/02/2017
117,Weekday,11/02/2017
118,Weekday,11/02/2017
119,Weekday,11/02/2017
120,Weekday,11/02/2017
121,Weekday,11/02/2017
122,Weekday,11/02/2017
123,Weekday,11/02/2017
124,Weekday,11/02/2017
125,Weekday,11/02/2017
126,Weekday,11/02/2017
127,Weekday,11/02/2017
128,Weekday,11/02/2017
129,Weekday,11/02/2017
130,Weekday,11/02/2017
131,Weekday,11/02/2017
132,Weekday,11/02/2017
133,Weekday,11/02/2017
134,Weekday,11/02/2017
135,Weekday,11/02/2017
136,Weekday,11/02/2017
137,Weekday,11/02/2017
138,Weekday,11/02/2017
139,Weekday,11/02/2017
140,Weekday,11/02/2017
1,Weekday,11/03/2017
2,Weekday,11/03/2017
3,Weekday,11/03/2017
4,Weekday,11/03/2017
5,Weekday,11/03/2017
6,Weekday,11/03/2017
7,Weekday,11/03/2017
8,Weekday,11/03/2017
9,Weekday,11/03/2017
10,Weekday,11/03/2017
11,Weekday,11/03/2017
12,Weekday,11/03/2017
13,Weekday,11/03/2017
14,Weekday,11/03/2017
15,Weekday,11/03/2017
16,Weekday,11/03/2017
17,Weekday,11/03/2017
18,Weekday,11/03/2017
19,Weekday,11/03/2017
20,Weekday,11/03/2017
21,Weekday,11/03/2017
22,Weekday,11/03/2017
23,Weekday,11/03/2017
24,Weekday,11/03/2017
25,Weekday,11/03/2017
26,Weekday,11/03/2017
27,Weekday,11/03/2017
28,Weekday,11/03/2017
29,Weekday,11/03/2017
30,Weekday,11/03/2017
31,Weekday,11/03/2017
32,Weekday,11/03/2017
33,Weekday,11/03/2017
34,Weekday,11/03/2017
35,Weekday,11/03/2017
36,Weekday,11/03/2017
37,Weekday,11/03/2017
38,Weekday,11/03/2017
39,Weekday,11/03/2017
40,Weekday,11/03/2017
41,Weekday,11/03/2017
42,Weekday,11/03/2017
44,Weekday,11/03/2017
45,Weekday,11/03/2017
